1.000000000000000000e+00 4.831378075698344321e-01 1.550576910401443298e-01
2.000000000000000000e+00 7.966075622883719287e-01 1.663604358843856490e-01
3.000000000000000000e+00 9.774689527049807980e-01 1.847488190046967516e-01
4.000000000000000000e+00 1.126598552341542492e+00 2.033296079275427326e-01
5.000000000000000000e+00 1.211332629442572140e+00 2.222091912852171003e-01
6.000000000000000000e+00 1.398870772801265483e+00 2.863657673745636512e-01
7.000000000000000000e+00 1.546207743197258289e+00 3.182866861328712549e-01
8.000000000000000000e+00 1.998589299898672067e+00 2.148119891180186869e-01
9.000000000000000000e+00 2.922541827065956443e+00 3.465882247795546434e-01
1.000000000000000000e+01 3.389641053583742458e+00 4.270930168044002606e-01
1.100000000000000000e+01 4.872744454634167610e+00 2.848351264941690886e-01
1.200000000000000000e+01 inf nan
1.300000000000000000e+01 inf nan
1.400000000000000000e+01 inf nan
1.500000000000000000e+01 inf nan
