8.440000000000000835e-01 3.362008969542953363e+00 -5.112448497141867110e-01
9.320000000000000506e-01 8.993388433553020089e-01 -7.341374811146954282e-02
1.020000000000000018e+00 1.180297564652234010e-01 -7.320237224355835570e-02
1.108000000000000096e+00 0.000000000000000000e+00 -9.221954844159850617e-02
1.196000000000000174e+00 5.489751486691329951e-02 -6.626955174794686709e-02
1.284000000000000252e+00 2.721063768613732892e-01 -4.053662453047678776e-02
1.372000000000000108e+00 5.172679992175230890e-01 -5.714841568774443187e-02
1.459999999999999964e+00 7.103217356409587957e-01 -6.218525673557045996e-02
1.548000000000000043e+00 8.945712987819449680e-01 -6.760959072382090318e-02
1.636000000000000121e+00 1.164632428175798262e+00 -8.395666045755392770e-02
1.724000000000000199e+00 1.382174673736133119e+00 -8.219363222237494049e-02
1.812000000000000277e+00 1.620651836324151551e+00 -8.872255010579643830e-02
1.900000000000000133e+00 1.850165765782811222e+00 -9.759894013809765345e-02
1.987999999999999989e+00 2.030630937135089464e+00 -8.531186562926126871e-02
2.076000000000000068e+00 2.234186775470677233e+00 -9.227246922334007839e-02
2.164000000000000146e+00 2.516149170077348618e+00 -9.389081415601642500e-02
2.252000000000000224e+00 2.571521383955581275e+00 -1.276137247264945151e-01
2.340000000000000302e+00 2.807957522008679874e+00 -9.443221798578947668e-02
2.428000000000000380e+00 3.022803938008702396e+00 -6.581634051453665035e-02
2.516000000000000458e+00 3.323542197211171612e+00 -1.753405618176453185e-01
2.604000000000000092e+00 3.081867647401315136e+00 -2.972486168067652312e-01
2.692000000000000171e+00 3.161459081557386419e+00 -2.644338525303521203e-01
2.780000000000000249e+00 3.107235416030648345e+00 -3.911287868707620241e-01
2.867999999999999883e+00 3.305201320636552698e+00 -3.474273899837794222e-01
2.955999999999999961e+00 2.456720086004581027e+00 -5.045842315310400394e-01
