1.000000000000000000e+00 6.614154533951119852e-01 1.100841888801918911e-01
2.000000000000000000e+00 8.688107708000248897e-01 1.383160454715174348e-01
3.000000000000000000e+00 1.066231664694918368e+00 1.457917532331013399e-01
4.000000000000000000e+00 1.513170415255850276e+00 2.503737229159586075e-01
5.000000000000000000e+00 1.689778814399444551e+00 2.803096787272501000e-01
6.000000000000000000e+00 2.458460311990736002e+00 3.231013412026499942e-01
7.000000000000000000e+00 3.782332429332761148e+00 2.813660722512185686e-01
8.000000000000000000e+00 4.186012810797353545e+00 3.876685400954413829e-01
9.000000000000000000e+00 4.371037898090047946e+00 4.170798664794346244e-01
1.000000000000000000e+01 4.490728554284858731e+00 4.170080914974612085e-01
1.100000000000000000e+01 5.145823852931154185e+00 4.144991838236977699e-01
1.200000000000000000e+01 5.800777459163883876e+00 4.132912773388390804e-01
1.300000000000000000e+01 inf nan
1.400000000000000000e+01 inf nan
1.500000000000000000e+01 inf nan
