1.000000000000000000e+00 3.452233250620347360e-01 9.497680470125771657e-02
2.000000000000000000e+00 2.180521091811414292e-01 4.141389875394934500e-02
3.000000000000000000e+00 1.637717121588089242e-01 2.434994706103075016e-02
4.000000000000000000e+00 9.801488833746897777e-02 2.889094300218045946e-02
5.000000000000000000e+00 5.366004962779156312e-02 1.496605316694529786e-02
6.000000000000000000e+00 2.605459057071960252e-02 9.952687555797846974e-03
7.000000000000000000e+00 5.583126550868486131e-03 1.955349112438787337e-03
8.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
