1.000000000000000000e+00 3.815652174270316443e-01 2.382926531224202338e-01
2.000000000000000000e+00 7.612519104883817000e-01 1.360945191681932620e-01
3.000000000000000000e+00 9.718982430610905165e-01 1.002440882403108358e-01
4.000000000000000000e+00 1.323031208402139169e+00 1.733938857633936514e-01
5.000000000000000000e+00 1.710767115079480538e+00 1.561455664847064551e-01
6.000000000000000000e+00 2.158574239043161036e+00 1.989773595304795695e-01
7.000000000000000000e+00 3.089233155620433990e+00 1.801648615050082114e-01
8.000000000000000000e+00 inf nan
9.000000000000000000e+00 inf nan
1.000000000000000000e+01 inf nan
1.100000000000000000e+01 inf nan
1.200000000000000000e+01 inf nan
1.300000000000000000e+01 inf nan
1.400000000000000000e+01 inf nan
1.500000000000000000e+01 inf nan
